0.200155	1
0.200155	2
0.200155	3
0.200155	4
0.200155	5
0.200155	6
0.200155	7
0.200155	8
0.200155	9
0.200155	10
0.402237	9
0.402237	10
0.402237	11
0.406115	9
0.406115	10
0.406115	11
0.406115	12
0.409992	10
0.409992	11
0.409992	12
0.409992	13
0.413869	11
0.413869	12
0.413869	13
0.413869	14
0.417747	12
0.417747	13
0.417747	14
0.417747	15
0.604248	13
0.604248	14
0.604248	15
0.604248	16
0.608125	14
0.608125	15
0.608125	16
0.608125	17
0.612003	15
0.612003	16
0.612003	17
0.612003	18
0.61588	16
0.61588	17
0.61588	18
0.61588	19
0.619757	17
0.619757	18
0.619757	19
0.619757	20
0.623635	18
0.623635	19
0.623635	20
0.623635	21
0.627512	19
0.627512	20
0.627512	21
0.627512	22
0.806259	20
0.806259	21
0.810136	19
0.810136	20
0.810136	21
0.814013	19
0.814013	20
0.814013	21
0.817891	19
0.817891	20
0.817891	21
0.821768	19
0.821768	20
0.821768	21
0.825645	19
0.825645	20
0.825645	21
0.829523	19
0.829523	20
0.829523	21
0.8334	19
0.8334	20
0.8334	21
0.837277	19
0.837277	20
0.837277	21
0.841155	19
0.841155	20
0.841155	21
0.845032	19
0.845032	20
0.845032	21
1.01215	19
1.01215	20
1.01215	21
1.01602	19
1.01602	20
1.01602	21
1.0199	19
1.0199	20
1.0199	21
1.02378	19
1.02378	20
1.02378	21
1.02766	19
1.02766	20
1.02766	21
1.03153	19
1.03153	20
1.03153	21
1.03541	19
1.03541	20
1.03541	21
1.03929	19
1.03929	20
1.03929	21
1.04317	19
1.04317	20
1.04317	21
1.04704	19
1.04704	20
1.04704	21
1.04704	22
1.21416	20
1.21416	21
1.21416	22
1.21803	20
1.21803	21
1.21803	22
1.22191	20
1.22191	21
1.22191	22
1.22579	20
1.22579	21
1.22579	22
1.22967	20
1.22967	21
1.22967	22
1.23354	20
1.23354	21
1.23354	22
1.23742	20
1.23742	21
1.23742	22
1.2413	20
1.2413	21
1.2413	22
1.24518	20
1.24518	21
1.24518	22
1.24905	20
1.24905	21
1.24905	22
1.25293	20
1.25293	21
1.25293	22
1.41811	20
1.41811	21
1.41811	22
1.42198	20
1.42198	21
1.42198	22
1.42586	20
1.42586	21
1.42586	22
1.42974	20
1.42974	21
1.42974	22
1.43362	20
1.43362	21
1.43362	22
1.43749	20
1.43749	21
1.43749	22
1.44137	20
1.44137	21
1.44137	22
1.44525	20
1.44525	21
1.44525	22
1.44913	20
1.44913	21
1.44913	22
