1.63093	1223.53
3.53858	1820.66
4.77932	72.258
5.98905	870.802
7.04175	1266.92
8.08087	1369.01
9.35458	1205.34
10.6147	1288.89
11.8109	1442.14
12.8752	1147.37
13.8755	1489.6
14.8759	1411.2
15.8762	1892.8
16.8766	1971.2
17.97	2008.42
19.0343	2178.95
20.0347	2083.2
21.1281	1854.71
22.1362	1733.33
23.1366	2184
24.1466	2029.31
25.1469	1948.8
26.1996	1533.08
27.2213	1491.87
28.3147	1485.82
29.317	1710.18
30.3174	1411.2
31.3836	1586.49
32.4383	1275.14
33.4386	1814.4
34.5999	1437.38
35.7592	1294.91
36.7634	2286.85
37.8297	2258.91
38.8514	2424.29
39.8517	2273.6
40.887	2056.04
41.8873	1904
42.8877	2408
43.888	2296
45.0396	1741.79
46.04	1982.4
47.1411	1942.96
48.1453	2298.01
49.3512	1626.56
50.3884	1922.47
51.5031	1890.12
52.7555	1762.3
53.9536	1897.83
54.9539	1836.8
55.9543	2027.2
57.1737	1488.43
58.6781	1742.55
59.6785	1422.4
60.7428	1368.42
61.7625	1549.75
62.7629	1624
63.7962	1214.33
64.7965	1254.4
65.7969	1792
66.9136	1294.62
67.9508	1360.85
68.9918	1398.66
70.0154	2134.9
71.0158	1915.2
72.0879	1901.49
73.1231	1644.83
74.1235	2172.8
75.1296	1992.84
76.13	1915.2
77.1885	1344.42
78.2141	1464.19
79.3055	1468.01
80.333	1603.11
81.3334	1512
82.4171	1427.15
83.4465	1306.12
84.4469	1758.4
85.6508	1359.27
87.066	1535.55
88.1051	1196.54
89.1384	1290.22
90.2299	1272.96
91.2748	1341
92.283	1433.33
93.3609	1185.52
94.3787	1233.43
95.3887	1563.56
96.6023	1181.86
97.6918	1306.15
98.6922	2262.4
99.6983	1959.44
100.72	2139.08
101.866	2044.37
102.866	2038.4
103.967	1942.96
105.018	1770.67
106.018	2172.8
107.027	2000
108.048	2007.44
109.06	1495.55
110.061	1836.8
111.199	1694.28
112.224	1715.51
113.317	1711.25
114.481	1685.3
115.481	1892.8
116.571	1470.71
117.573	1620.76
118.581	1855.56
119.581	1803.2
120.805	1410.3
121.805	1388.8
122.856	1269.33
123.986	1357.88
124.986	1500.8
126.022	1222.8
127.041	1296.96
128.042	1691.2
129.191	1159.96
130.192	1456
131.194	1363.67
132.371	1000
133.429	1132.7
134.548	1152.06
135.75	1165.69
136.75	1355.2
137.847	1072.01
138.904	1145.45
139.914	1341.78
140.914	1321.6
141.986	908.955
143.039	1192.4
144.049	1264.16
145.061	1318.3
146.073	1207.52
147.103	1131.97
148.168	1377.65
149.169	1769.6
150.169	1859.2
